SMILES,IC50,Number_of_Atoms,Voronoi_Entropy
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CNC(=O)C2=CC=CC=C2C#N)NC(=O)C3=CC4=C(N3)C=CC=C4OC,17.0,44,1.4221542662628186
CC1(C2C1C(N(C2)C(=O)CCC3=CC(=CC=C3)F)C(=O)NC(CC4CCNC4=O)C=O)C,17.0,32,1.3045342603917034
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)CCC4=CC(=C(C=C4)F)F,17.0,33,1.3261058289572614
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)Cl,17.0,33,1.2925718370167558
CC(C)C(C(=O)N1CCC(CC1C(=O)NC(CC2CCNC2=O)C#N)C(C)(C)C)NS(=O)(=O)C(F)(F)F,17.0,37,1.2600600195063523
CC1(C2C1C(N(C2)C(=O)CCC3=CC(=CC=C3)F)C(=O)NC(CC4CCNC4=O)C=O)C,17.0,32,1.3045342603917034
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)CCC4=CC(=C(C=C4)F)F,17.0,33,1.3261058289572614
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)Cl,17.0,33,1.2925718370167558
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)OCC1=CC=CC=C1,17.0,29,0.9957374991778267
CC(C)CC(C(=O)NN(CC1CCNC1=O)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,17.0,31,0.9899490539341391
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C1=CC2=C(N1)N=CC=C2,17.0,30,1.2112465729695872
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=C2OC,17.0,33,1.2859557042774035
C1CC1CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=CC3=CC=CC=C3N2,17.0,31,1.1928702910903022
CC1(CC1)CC(C(=O)NN(CC2CCNC2=O)C(=O)C(F)Cl)NC(=O)C3=NOC(=C3)C(F)(F)F,17.0,34,1.3964020132553188
C1CNC(=O)C1CN(C(=O)C(F)Cl)NC(=O)C(CC23CC(C2)C3)NC(=O)C4=NOC(=C4)C(F)F,94.0,34,1.4072356892535045
CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,18.0,29,1.033114087516671
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=CC=CC=C5Cl,18.0,38,1.3756588934245602
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2(CCN(CC2)C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,18.0,44,1.514255337882707
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC(=C3OC)F,18.0,33,1.3227636403197323
CC1(C2C1C(N(C2)C(=O)COC3=CC(=CC(=C3)F)F)C(=O)NC(CC4CCNC4=O)C=O)C,19.0,33,1.2554823251787535
CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)Cl)C(=O)NC(CC4CCNC4=O)C=O)C,19.0,32,1.3191333680541035
CC1=CC(=NC(=C1C(=O)OCC(=O)C(CC2CCCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C)C,201.0,46,1.2839479037539352
C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)C5=CN=CN5,68.0,32,1.1922589317770562
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC(=C3OC)F)F,19.0,34,1.3817860322593332
CC1(C2C1C(N(C2)C(=O)COC3=CC(=CC(=C3)F)F)C(=O)NC(CC4CCNC4=O)C=O)C,19.0,33,1.2554823251787535
CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)Cl)C(=O)NC(CC4CCNC4=O)C=O)C,19.0,32,1.3191333680541035
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=CC(=NC=C2N1)OC,19.0,33,1.1655560500851179
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,940.0,20,0.8587409130062867
CCCCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20.0,34,1.3551616221090568
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,20.0,33,1.4355847512635074
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,20.0,33,1.4355847512635074
CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C2=CC3=CC=CC=C3N2,20.0,30,1.1839637727244874
CCCCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20.0,34,1.3551616221090568
CC1=C(C=CC(=C1)Cl)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,20.0,33,1.1995953573025018
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=C(C(=C4)Cl)F)OCC5=CC=CC=C5Cl,20.0,39,1.3391071172869518
CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20.0,35,1.1973090400176534
CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C(C)(C)C(F)(F)F)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20.0,44,1.3884495424848557
CC1=C(C=CC(=C1)Cl)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,20.0,33,1.1995953573025018
C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)NC(=O)CCC4=C(C=C(C=C4)Cl)Cl,20.0,37,1.1902912630372862
C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)N)NC(=O)C=CC3=CC=CC=C3,20.0,32,1.082534885763483
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)C(=O)NC2CC2)NC(=O)CC(C3=CC=CC=C3)C(F)(F)F,20.0,40,1.4938871182482618
CCNC(=O)NS(=O)(=O)C1=C(C=C(S1)CC(C)C)C2=CC=C(C=C2)CN3C(=C(N=C3C4=CC=CC=C4)OC)C=O,21.0,40,1.4352653608235384
CC1=C(C=NC=C1)C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,21.0,43,1.3866874823832476
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C(C(C)(C)C)NC(=O)CCCC#C,21.0,34,1.4261250263996754
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC(=C3OC)F)F,21.0,35,1.4922019641062125
CC1(C2C1C(N(C2)C(=O)C(C3CCCCC3)NS(=O)(=O)C(F)(F)F)C(=O)NC(CC4CCNC4=O)C#N)C,21.0,38,1.3999639664902077
C1CNC(=O)C1CN(C(=O)C(F)Cl)NC(=O)C(CC23CC(C2)C3)NC(=O)C4=NOC(=C4)C(F)(F)F,230.0,35,1.3829537579483517
CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C(C)(C)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,22.0,42,1.3936852424828423
CC1=C(C(=NC(=N1)C)C)C(=O)OCC(=O)C(CC2CCCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,22.0,46,1.2839479037539352
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,23.0,35,1.4202762992663212
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC(=C3N2)C(F)(F)F)OC,23.0,36,1.452461591529193
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC(=C3N2)C(F)(F)F)OC,23.0,37,1.4439260726025454
C1=C(C=C(C2=C1NC(=C2)C(=O)OC3=CC(=CN=C3)Cl)Cl)Cl,23.0,21,1.1569876443452742
C1CC1CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,23.0,29,1.0466304865832219
C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=CC3=CC=CC=C3N2,23.0,34,1.1187433359857524
C1C2CC1(C2)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C3=NC4=CC=CC=C4N3,23.0,33,1.2368082980071986
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C=CC1=CC=CC=C1,23.0,30,0.9724399117161489
CC1=CC(=NO1)C(=O)NC(CCC(C)C)C(=O)NN(CC2CCNC2=O)C(=O)C(F)Cl,320.0,31,1.2286454556577162
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=CC=CC=C5F,37.0,38,1.3756588934245602
C1=CC=C2C(=C1)C=C(N2)C(=O)OC3=CC(=CN=C3)Cl,65.0,19,1.1209503926735833
COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3CCCCC3)C(=O)NC(CC4CCNC4=O)C(=O)CO,25.0,37,1.2713181546131112
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC(F)(F)F,25.0,35,1.416142860362171
C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCCC(F)(F)F)C4=CN=CC=C4,25.0,35,1.3782196245403457
CC1=C2C(=C(C=C1)OC)C=C(N2)C(=O)NC(CC(C)(C)C)C(=O)NC(CC3CCNC3=O)C#N,25.0,34,1.522233148056769
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=C2Cl,25.0,32,1.1645953713991983
C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)N)NC(=O)OCC3=CC=CC=C3,25.0,32,1.082534885763483
C1CC(C1)CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)NC(=O)C=CC4=C(C=C(C=C4)Cl)F,25.0,38,1.0897973126663918
CCC(CC(=O)NC(CC1CC1)C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)C4=CC=CC=C4,25.0,37,1.1680632181194017
C1=CC=C2C(=C1)C=C(S2)C(=O)OC3=CC(=CN=C3)Cl,95.0,19,1.1209503926735833
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,30.0,33,1.3324314110748812
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,26.0,32,1.3408796582438176
CC1(C2C1C(N(C2)C(=O)COC3=CC4=CC=CC=C4C=C3)C(=O)NC(CC5CCNC5=O)C=O)C,52.0,35,1.2309316230479224
C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCC4=C(SC=C4)Cl)C5=CN=CC=C5,27.0,36,1.3221884301910032
C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=C(C(=C3)Cl)F)OCC4=CC=CC=C4Cl)C5=CN=CC=C5,28.0,38,1.27261564519691
CC1=CC(=NO1)C(=O)NC(CC2CCCCC2)C(=O)NN(CCC(=O)N)C(=O)C(F)Cl,28.0,31,1.1553465425096352
C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NS(=O)(=O)CC2=CC=CC=C2,28.0,33,1.2925718370167558
CC1=C2C(=C(C=C1)OC)C=C(N2)C(=O)NC(CC(C)C)C(=O)NC(CC3CCNC3=O)C#N,29.0,33,1.3381652935561865
C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,670.0,16,1.0821955300387671
CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C2=NC3=CC=CC=C3N2,32.0,30,1.1839637727244874
C1=CC(=C2C=CNC2=C1)C(=O)OC3=CC(=CN=C3)Cl,313.0,19,0.9347698978582794
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,620.0,33,1.3324314110748812
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=CC(=C(C=C4)Cl)Cl,30.0,33,1.3261058289572614
C1CNC(=O)C1CC(C=O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,34.0,33,1.2407683994540584
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=CC(=C(C=C4)Cl)Cl,30.0,33,1.3261058289572614
C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=C(C=C(C=C3)OC(F)(F)F)C#N)C(=O)CCl)(F)F,30.0,36,1.2370423570500069
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2,620.0,33,1.3324314110748812
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COCC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,32.0,42,1.490868637454819
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,32.0,32,1.5088836644115884
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC(=C2)Cl,32.0,32,1.1554491885164895
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(CSCC3=CC4=CC(=C3)CSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSC4)C(=O)N5CCCC5C(=O)N1)CC6=CC=C(C=C6)O)CCCN=C(N)N)CCCN=C(N)N)CCC(=O)O)C(C)O)CO)NC(=O)C(C)N)C(=O)NCC(=O)N)CC7=CC=CC=C7)C(C)CC)CCC(=O)O,33.0,143,1.5812215868962562
CC(C)C(C(=O)NC(CC1CCCCC1)C(=O)NC(CC2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,33.0,39,1.2253397900924436
CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C2=CC=NC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,33.0,43,1.278062823009629
CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,34.0,35,1.3195556907445747
CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,34.0,35,1.3195556907445747
C1=CC2=C(C=C1Cl)C=C(N2)C(=O)OC3=CC(=CN=C3)Cl,34.0,20,1.1569876443452742
CCC(=O)OCC(=O)C(CC1CCNC1=O)NC(=O)C(CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,34.0,38,1.3932953673807893
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,34.0,31,1.3335993549907292
CC(C)CC(C(=O)NN(CC1=CC=NN1)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,34.0,30,0.9957374991778267
CC1=CC(=NO1)OC(=O)NC(CC(C)C)C(=O)NN(CCC(=O)N)C(=O)CCl,34.0,28,1.1199903556503674
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=CC=CC=C2N1,34.0,31,1.1322915013076411
C1CC(C1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=NC3=CC=CC=C3N2,34.0,32,1.2544050040406076
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,35.0,36,1.4840306523019478
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)F,35.0,33,1.2925718370167558
CCOC1=NC=CC(=C1C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C,35.0,46,1.3963501492501424
CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=C)NC(CC2CCNC2=O)C=O)NC(=O)C3=CC(=CN=C3)F,35.0,38,1.0708078595494446
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)F,35.0,33,1.2925718370167558
CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,36.0,36,1.3926197082575191
COC1=CC=C(C=C1)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,36.0,33,1.2990852354988427
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=C(C=CC=C5F)F,36.0,39,1.3566496534843362
C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=C(C=CC(=C5)F)Cl,36.0,39,1.3571007013750387
COC1=CC=C(C=C1)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,36.0,33,1.2990852354988427
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C1=NOC=C1,36.0,26,1.202262257535642
CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)OC)F)C(=O)NC(CC4CCNC4=O)C=O)C,37.0,34,1.296388472961714
C1CC1OC2=CC(=CC(=C2)C3C=C(C(=O)N(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,37.0,33,1.053337318015184
C1CC1COC2=CC(=CC(=C2)C3=CC(=CN(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,37.0,33,1.0512435186197397
C1CC1(CS(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,37.0,33,1.393475656901964
CC(C)C(C(=O)N1CC(CC1C(=O)NC(CC2CCNC2=O)C#N)C(F)(F)F)NC(=O)C(F)(F)F,37.0,35,1.4123177533483098
CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)OC)F)C(=O)NC(CC4CCNC4=O)C=O)C,37.0,34,1.296388472961714
CCC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)N(C)N(CCC(=O)N)C#N)C(C)(C)C)NC(=O)OCC1=CC=CC=C1,37.0,42,1.3116525063530964
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,38.0,32,1.2286454556577162
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,38.0,32,1.2286454556577162
C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCC4=C(N=CS4)C(F)(F)F)C5=CN=CC=C5,38.0,39,1.4162842607678656
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3Cl,38.0,31,1.2148545066872867
CCC(C(=O)NC(C(=O)NC(CC1=CC=CC=C1)C(=O)N(C)N(CCC(=O)N)C#N)C(C)(C)C)NC(=O)OCC2=CC=CC=C2,38.0,45,1.2395295283107282
COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3CCCCC3)C(=O)NN(CCC(=O)N)C(=O)CF,38.0,35,1.293980542149504
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=N2,38.0,31,1.1322915013076411
COC1=C(C2=C(CN(C(C2)C(=O)O)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4)C=C1)OCC5=CC=CC=C5,39.0,38,0.8963792765729861
C1COCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=NO4)C(=O)CCl,39.0,31,1.0844458991370884
C1=CC2=C(C=CC(=O)C2=O)C=C1Br,90.0,13,-0.0
CC1=C(C(=CC=C1)C)CC(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,40.0,45,1.3080832228899653
CC(C)CC(C(=O)NN(CC1CCNC1=O)C(=O)CCl)NC(=O)C2=CC3=CC=CC=C3N2,40.0,32,1.2286454556577162
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CN=CN2C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,41.0,42,1.4256880212768273
C=CC(=O)N(C1=CN=CC2=CC=CC=C21)C(=O)C3COC4=C3C=C(C=C4)Cl,41.0,27,1.0910060110003859
CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=C(C=C3Cl)Cl,41.0,32,1.3246891143016803
CC1=CC(=NO1)C(=O)NC(CC2CCCC2)C(=O)NN(CCC(=O)N)C(=O)C(F)Cl,410.0,30,1.2825628221990333
CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,400.0,29,1.2112465729695872
CC1=C(N=CS1)COC2=CC(=CC(=C2)C3=CC(=CN(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,42.0,36,1.2371200837784608
CC1(C2C1C(N(C2)C(=O)OCC3=CC=CC=C3)C(=O)NC(CC4CCNC4=O)C=O)C,450.0,31,1.3371438844969878
CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,42.0,29,1.2112465729695872
CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)C(F)(F)F)C(=O)NC(CC4CCNC4=O)C=O)C,43.0,35,1.3229580707597632
CC1(C2C1C(N(C2)C(=O)COC3=CC=CC(=C3)C(F)(F)F)C(=O)NC(CC4CCNC4=O)C=O)C,43.0,35,1.3713792397766855
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=NC2=CC=CC=C2N1,43.0,31,1.1322915013076411
C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=CN3C=CC=CC3=N2,43.0,34,1.1187433359857524
COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3CCCCC3)C(=O)NC(CC4CCNC4=O)C(=O)CO,44.0,37,1.2713181546131112
CN1CC(C(=O)NC1=O)C2=CN(C(=O)C(=C2)C3=CC(=C(C(=C3)Cl)F)OCC4=CC=CC=C4Cl)C5=CN=CC=C5,44.0,39,1.0814923658413695
CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C=CC(=O)OC)NC(=O)C(C(C)(C)C)NC(=O)CCCC#C,44.0,38,1.4284518367953825
CC1=CC(=CC(=C1CC(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C)F,44.0,46,1.3271040313004376
CC(C)CC(C(=O)NN(CC1CCCNC1=O)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,46.0,32,1.1369943184594973
CC1=NC(=CO1)C(=O)NC(CC(C)C)C(=O)NN(CCC(=O)N)C(=O)CCl,46.0,27,1.23478375688007
CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3)OC(C)(C)C,47.0,43,1.3752020937425333
C1CNC2=CC(=C(C=C2C1C(=O)NC3=CN=CC4=CC=CC=C43)Cl)Cl,47.0,25,0.8033149761408755
C1=CC2=C(C=CC(=C2)Br)C=C1CN3C4=C(C=C(C=C4)C(=O)N)C(=O)C3=O,47.0,26,1.0960673284468554
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CC3CCCC(C3)C2,290.0,36,1.3677086370081915
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=C(C=C3)Cl,49.0,32,1.5772904328426047
C1=COC(=C1)C(=O)OC2=CC(=CN=C2)Br,50.0,15,0.6931471805599453
CC(C)CC(C(=O)NC(CCC(=O)N(C)C)C=O)NC(=O)C1=CC2=C(N1)C=CC=C2OC,50.0,32,1.3114896151301971
CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2CCNC2=O)C=O)NC(=O)C3=CC4=CC=CC=C4N3,68.0,40,1.1595697967390537
CC(C1=CC=CC=C1)NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)CCl,50.0,35,0.6365141682948128
CC(C1=CC=CC=C1)NC(=O)C(C2=CN=CC=C2)N(C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)C(Cl)(Br)Br,50.0,37,1.0434033780461756
C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CN=CS4)C(=O)CCl)(F)F,50.0,34,0.9950269901795212
C1CC(CCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=NS4)C(=O)CCl)(F)F,50.0,34,0.9950269901795212
C1=CC=C(C=C1)C2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,510.0,31,1.173206116185261
CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,51.0,35,1.3938491824705113
CN1C=CC(=C1)CN(C2=CC=C(C=C2)C3=CC=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,51.0,32,1.2075153250376989
CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)Cl)Br)C(=O)NC(CC4CCNC4=O)C=O)C,51.0,33,1.292571837016756
C1C(CN1S(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,51.0,33,1.3776416774896465
CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)Cl)Br)C(=O)NC(CC4CCNC4=O)C=O)C,51.0,33,1.292571837016756
CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC2CC3CCCC(C3)C2,290.0,32,1.375647589003479
CC1CCN(C1)S(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,52.0,33,1.3170769416909198
CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)C(F)(F)F,52.0,35,1.50966452851862
