CID,IC50,SMILES,MolecularWeight,NumAtoms,NumTorsions
17563271,17.0,C1=CC(=CC(=C1)C#N)CN2C3=C(C=CC=C3Br)C(=O)C2=O,341.16,21,2
73024995,17.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=CC=C2C#N)NC(=O)C3=CC4=C(N3)C=CC=C4OC,601.6,44,13
91020540,17.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CNC(=O)C2=CC=CC=C2C#N)NC(=O)C3=CC4=C(N3)C=CC=C4OC,600.7,44,13
155803063,17.0,CC1(C2C1C(N(C2)C(=O)CCC3=CC(=CC=C3)F)C(=O)NC(CC4CCNC4=O)C=O)C,443.5,32,8
155803082,17.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)CCC4=CC(=C(C=C4)F)F,461.5,33,8
155803090,17.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)Cl,496.4,33,8
162396440,17.0,CC(C)C(C(=O)N1CCC(CC1C(=O)NC(CC2CCNC2=O)C#N)C(C)(C)C)NS(=O)(=O)C(F)(F)F,551.6,37,8
162533624,17.0,CC1(C2C1C(N(C2)C(=O)CCC3=CC(=CC=C3)F)C(=O)NC(CC4CCNC4=O)C=O)C,443.5,32,8
162533643,17.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)CCC4=CC(=C(C=C4)F)F,461.5,33,8
162533651,17.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)Cl,496.4,33,8
162680084,17.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)OCC1=CC=CC=C1,426.9,29,10
162680099,17.0,CC(C)CC(C(=O)NN(CC1CCNC1=O)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,452.9,31,9
162680124,17.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C1=CC2=C(N1)N=CC=C2,436.9,30,9
162680138,17.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=C2OC,483.9,33,10
162680150,17.0,C1CC1CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=CC3=CC=CC=C3N2,451.9,31,9
162680178,17.0,CC1(CC1)CC(C(=O)NN(CC2CCNC2=O)C(=O)C(F)Cl)NC(=O)C3=NOC(=C3)C(F)(F)F,511.9,34,8
162680180,94.0,C1CNC(=O)C1CN(C(=O)C(F)Cl)NC(=O)C(CC23CC(C2)C3)NC(=O)C4=NOC(=C4)C(F)F,505.9,34,9
2536,18.0,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,398.4,29,7
155803133,18.0,C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=CC=CC=C5Cl,551.4,38,6
156882191,18.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2(CCN(CC2)C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,611.7,44,13
162396384,18.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC(=C3OC)F,457.5,33,9
155803064,19.0,CC1(C2C1C(N(C2)C(=O)COC3=CC(=CC(=C3)F)F)C(=O)NC(CC4CCNC4=O)C=O)C,463.5,33,8
155803072,19.0,CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)Cl)C(=O)NC(CC4CCNC4=O)C=O)C,461.9,32,8
156023320,201.0,CC1=CC(=NC(=C1C(=O)OCC(=O)C(CC2CCCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C)C,633.7,46,13
156027237,68.0,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)C5=CN=CN5,442.9,32,6
162396386,19.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC(=C3OC)F)F,475.5,34,9
162533625,19.0,CC1(C2C1C(N(C2)C(=O)COC3=CC(=CC(=C3)F)F)C(=O)NC(CC4CCNC4=O)C=O)C,463.5,33,8
162533633,19.0,CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)Cl)C(=O)NC(CC4CCNC4=O)C=O)C,461.9,32,8
162680172,19.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=CC(=NC=C2N1)OC,484.9,33,10
5281605,940.0,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,270.24,20,1
73043845,20.0,CCCCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,472.5,34,12
73060970,20.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,456.5,33,9
90737702,20.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,456.5,33,9
143239739,20.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C2=CC3=CC=CC=C3N2,412.5,30,9
154702364,20.0,CCCCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,472.5,34,12
155803092,20.0,CC1=C(C=CC(=C1)Cl)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,476.0,33,8
155803135,20.0,C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=C(C(=C4)Cl)F)OCC5=CC=CC=C5Cl,569.4,39,6
156023308,20.0,CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,486.6,35,11
156023311,20.0,CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C(C)(C)C(F)(F)F)NC(=O)C2=CC3=C(N2)C=CC=C3OC,624.6,44,13
162533653,20.0,CC1=C(C=CC(=C1)Cl)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,476.0,33,8
164532105,20.0,C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)NC(=O)CCC4=C(C=C(C=C4)Cl)Cl,551.5,37,13
165112125,20.0,C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)N)NC(=O)C=CC3=CC=CC=C3,440.5,32,11
165112131,20.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)C(=O)NC2CC2)NC(=O)CC(C3=CC=CC=C3)C(F)(F)F,566.6,40,12
9851724,21.0,CCNC(=O)NS(=O)(=O)C1=C(C=C(S1)CC(C)C)C2=CC=C(C=C2)CN3C(=C(N=C3C4=CC=CC=C4)OC)C=O,580.7,40,11
156882230,21.0,CC1=C(C=NC=C1)C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,591.7,43,13
156906456,21.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C(C(C)(C)C)NC(=O)CCCC#C,500.0,34,13
162396390,21.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC(=C3OC)F)F,489.5,35,8
162396451,21.0,CC1(C2C1C(N(C2)C(=O)C(C3CCCCC3)NS(=O)(=O)C(F)(F)F)C(=O)NC(CC4CCNC4=O)C#N)C,561.6,38,8
162680179,230.0,C1CNC(=O)C1CN(C(=O)C(F)Cl)NC(=O)C(CC23CC(C2)C3)NC(=O)C4=NOC(=C4)C(F)(F)F,523.9,35,8
156023310,22.0,CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C(C)(C)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,581.7,42,13
156023322,22.0,CC1=C(C(=NC(=N1)C)C)C(=O)OCC(=O)C(CC2CCCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,634.7,46,13
70331453,23.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,486.6,35,10
162396376,23.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC(=C3N2)C(F)(F)F)OC,507.5,36,9
162396405,23.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC(=C3N2)C(F)(F)F)OC,521.5,37,8
162533825,23.0,C1=C(C=C(C2=C1NC(=C2)C(=O)OC3=CC(=CN=C3)Cl)Cl)Cl,341.6,21,2
162680091,23.0,C1CC1CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,424.9,29,10
162680145,23.0,C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=CC3=CC=CC=C3N2,494.0,34,9
162680156,23.0,C1C2CC1(C2)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C3=NC4=CC=CC=C4N3,478.9,33,9
162680170,23.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C=CC1=CC=CC=C1,440.9,30,10
162680181,320.0,CC1=CC(=NO1)C(=O)NC(CCC(C)C)C(=O)NN(CC2CCNC2=O)C(=O)C(F)Cl,459.9,31,9
155803131,37.0,C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=CC=CC=C5F,534.9,38,6
16204322,65.0,C1=CC=C2C(=C1)C=C(N2)C(=O)OC3=CC(=CN=C3)Cl,272.68,19,2
90858302,25.0,COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3CCCCC3)C(=O)NC(CC4CCNC4=O)C(=O)CO,512.6,37,11
155803137,25.0,C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC(F)(F)F,508.8,35,5
156023328,25.0,C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCCC(F)(F)F)C4=CN=CC=C4,506.9,35,6
162396419,25.0,CC1=C2C(=C(C=C1)OC)C=C(N2)C(=O)NC(CC(C)(C)C)C(=O)NC(CC3CCNC3=O)C#N,467.6,34,8
162680136,25.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=C2Cl,488.3,32,9
164531998,25.0,C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)N)NC(=O)OCC3=CC=CC=C3,444.5,32,11
164532141,25.0,C1CC(C1)CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)NC(=O)C=CC4=C(C=C(C=C4)Cl)F,547.0,38,12
165112142,25.0,CCC(CC(=O)NC(CC1CC1)C(=O)NC(CC2CCNC2=O)C(=O)C(=O)NC3CC3)C4=CC=CC=C4,510.6,37,14
2800273,95.0,C1=CC=C2C(=C1)C=C(S2)C(=O)OC3=CC(=CN=C3)Cl,289.7,19,2
71481120,30.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,485.6,33,11
156907357,26.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,439.5,32,9
155803062,52.0,CC1(C2C1C(N(C2)C(=O)COC3=CC4=CC=CC=C4C=C3)C(=O)NC(CC5CCNC5=O)C=O)C,477.6,35,8
156023333,27.0,C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCC4=C(SC=C4)Cl)C5=CN=CC=C5,541.4,36,6
156023337,28.0,C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=C(C(=C3)Cl)F)OCC4=CC=CC=C4Cl)C5=CN=CC=C5,553.4,38,6
162680160,28.0,CC1=CC(=NO1)C(=O)NC(CC2CCCCC2)C(=O)NN(CCC(=O)N)C(=O)C(F)Cl,459.9,31,9
162680167,28.0,C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NS(=O)(=O)CC2=CC=CC=C2,505.0,33,11
162396428,29.0,CC1=C2C(=C(C=C1)OC)C=C(N2)C(=O)NC(CC(C)C)C(=O)NC(CC3CCNC3=O)C#N,453.5,33,9
3194,670.0,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,274.19,16,1
11553393,32.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C2=NC3=CC=CC=C3N2,413.5,30,9
25110701,313.0,C1=CC(=C2C=CNC2=C1)C(=O)OC3=CC(=CN=C3)Cl,272.68,19,2
137349627,620.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,485.6,33,11
155803091,30.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=CC(=C(C=C4)Cl)Cl,496.4,33,8
156907371,34.0,C1CNC(=O)C1CC(C=O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,446.5,33,9
162533652,30.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=CC(=C(C=C4)Cl)Cl,496.4,33,8
162533678,30.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=C(C=C(C=C3)OC(F)(F)F)C#N)C(=O)CCl)(F)F,531.9,36,7
154732798,620.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2,484.5,33,11
154702368,32.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COCC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,576.7,42,13
162396418,32.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,458.0,32,7
162680143,32.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC(=C2)Cl,488.3,32,9
91933385,33.0,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(CSCC3=CC4=CC(=C3)CSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSC4)C(=O)N5CCCC5C(=O)N1)CC6=CC=C(C=C6)O)CCCN=C(N)N)CCCN=C(N)N)CCC(=O)O)C(C)O)CO)NC(=O)C(C)N)C(=O)NCC(=O)N)CC7=CC=CC=C7)C(C)CC)CCC(=O)O,2058.4,143,29
155489963,33.0,CC(C)C(C(=O)NC(CC1CCCCC1)C(=O)NC(CC2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3,542.7,39,13
156023319,33.0,CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C2=CC=NC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,591.7,43,13
73041482,34.0,CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,486.6,35,12
91537800,34.0,CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,486.6,35,12
155925842,34.0,C1=CC2=C(C=C1Cl)C=C(N2)C(=O)OC3=CC(=CN=C3)Cl,307.1,20,2
156882192,34.0,CCC(=O)OCC(=O)C(CC1CCNC1=O)NC(=O)C(CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,528.6,38,13
162396427,34.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,443.9,31,8
162680102,34.0,CC(C)CC(C(=O)NN(CC1=CC=NN1)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,435.9,30,9
162680107,34.0,CC1=CC(=NO1)OC(=O)NC(CC(C)C)C(=O)NN(CCC(=O)N)C(=O)CCl,417.8,28,9
162680121,34.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=CC=CC=C2N1,453.9,31,9
162680155,34.0,C1CC(C1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=NC3=CC=CC=C3N2,466.9,32,9
77826014,35.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,500.6,36,11
155803089,35.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)F,479.9,33,8
156882242,35.0,CCOC1=NC=CC(=C1C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C,635.7,46,15
156907372,35.0,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=C)NC(CC2CCNC2=O)C=O)NC(=O)C3=CC(=CN=C3)F,523.6,38,13
162533650,35.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=C(C=C(C=C4)Cl)F,479.9,33,8
91251224,36.0,CC(C)CCC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,500.6,36,13
155803085,36.0,COC1=CC=C(C=C1)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,457.5,33,9
155803132,36.0,C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=C(C=CC=C5F)F,552.9,39,6
155803134,36.0,C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCC5=C(C=CC(=C5)F)Cl,569.4,39,6
162533646,36.0,COC1=CC=C(C=C1)OCC(=O)N2CC3CCCC3C2C(=O)NC(CC4CCNC4=O)C=O,457.5,33,9
162680123,36.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)C1=NOC=C1,387.82,26,9
155803068,37.0,CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)OC)F)C(=O)NC(CC4CCNC4=O)C=O)C,475.5,34,9
155803136,37.0,C1CC1OC2=CC(=CC(=C2)C3C=C(C(=O)N(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,466.9,33,5
156023327,37.0,C1CC1COC2=CC(=CC(=C2)C3=CC(=CN(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,464.9,33,6
156906151,37.0,C1CC1(CS(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,481.0,33,5
162396444,37.0,CC(C)C(C(=O)N1CC(CC1C(=O)NC(CC2CCNC2=O)C#N)C(F)(F)F)NC(=O)C(F)(F)F,513.4,35,7
162533629,37.0,CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)OC)F)C(=O)NC(CC4CCNC4=O)C=O)C,475.5,34,9
162533811,37.0,CCC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)N(C)N(CCC(=O)N)C#N)C(C)(C)C)NC(=O)OCC1=CC=CC=C1,587.7,42,15
73010017,38.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,442.5,32,10
143139086,38.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=CC=CC=C3N2,442.5,32,10
156023336,38.0,C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCC4=C(N=CS4)C(F)(F)F)C5=CN=CC=C5,575.9,39,6
162396430,38.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3Cl,443.9,31,8
162533812,38.0,CCC(C(=O)NC(C(=O)NC(CC1=CC=CC=C1)C(=O)N(C)N(CCC(=O)N)C#N)C(C)(C)C)NC(=O)OCC2=CC=CC=C2,621.7,45,15
162680114,38.0,COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3CCCCC3)C(=O)NN(CCC(=O)N)C(=O)CF,489.5,35,10
162680174,38.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC=N2,454.9,31,9
9937291,39.0,COC1=C(C2=C(CN(C(C2)C(=O)O)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4)C=C1)OCC5=CC=CC=C5,507.6,38,8
162533843,39.0,C1COCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=NO4)C(=O)CCl,441.9,31,7
23384,90.0,C1=CC2=C(C=CC(=O)C2=O)C=C1Br,237.05,13,0
162396366,40.0,CC1=C(C(=CC=C1)C)CC(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,618.7,45,14
162680131,40.0,CC(C)CC(C(=O)NN(CC1CCNC1=O)C(=O)CCl)NC(=O)C2=CC3=CC=CC=C3N2,461.9,32,8
156882262,41.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CN=CN2C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,580.6,42,13
156906660,41.0,C=CC(=O)N(C1=CN=CC2=CC=CC=C21)C(=O)C3COC4=C3C=C(C=C4)Cl,378.8,27,3
162396432,41.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=C(C=C3Cl)Cl,478.4,32,8
162680182,410.0,CC1=CC(=NO1)C(=O)NC(CC2CCCC2)C(=O)NN(CCC(=O)N)C(=O)C(F)Cl,445.9,30,9
54752934,400.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,403.5,29,10
156023334,42.0,CC1=C(N=CS1)COC2=CC(=CC(=C2)C3=CC(=CN(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,522.0,36,6
156596253,450.0,CC1(C2C1C(N(C2)C(=O)OCC3=CC=CC=C3)C(=O)NC(CC4CCNC4=O)C=O)C,427.5,31,7
156907365,42.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,403.5,29,10
155803067,43.0,CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)C(F)(F)F)C(=O)NC(CC4CCNC4=O)C=O)C,495.5,35,8
162533628,43.0,CC1(C2C1C(N(C2)C(=O)COC3=CC=CC(=C3)C(F)(F)F)C(=O)NC(CC4CCNC4=O)C=O)C,495.5,35,8
162680151,43.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=NC2=CC=CC=C2N1,454.9,31,9
162680164,43.0,C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C2=CN3C=CC=CC3=N2,494.9,34,9
73048827,44.0,COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3CCCCC3)C(=O)NC(CC4CCNC4=O)C(=O)CO,512.6,37,11
156023338,44.0,CN1CC(C(=O)NC1=O)C2=CN(C(=O)C(=C2)C3=CC(=C(C(=C3)Cl)F)OCC4=CC=CC=C4Cl)C5=CN=CC=C5,567.4,39,6
156906455,44.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C=CC(=O)OC)NC(=O)C(C(C)(C)C)NC(=O)CCCC#C,535.6,38,14
162396371,44.0,CC1=CC(=CC(=C1CC(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C)F,636.7,46,14
162680100,46.0,CC(C)CC(C(=O)NN(CC1CCCNC1=O)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,467.0,32,9
162680125,46.0,CC1=NC(=CO1)C(=O)NC(CC(C)C)C(=O)NN(CCC(=O)N)C(=O)CCl,401.8,27,9
155489966,47.0,CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2CCNC2=O)C=O)NC(=O)OCC3=CC=CC=C3)OC(C)(C)C,594.7,43,14
156906640,47.0,C1CNC2=CC(=C(C=C2C1C(=O)NC3=CN=CC4=CC=CC=C43)Cl)Cl,372.2,25,2
162533603,47.0,C1=CC2=C(C=CC(=C2)Br)C=C1CN3C4=C(C=C(C=C4)C(=O)N)C(=O)C3=O,409.2,26,3
156023278,290.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CC3CCCC(C3)C2,530.7,36,11
162396420,49.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=C(C=C3)Cl,458.0,32,7
16203681,50.0,C1=COC(=C1)C(=O)OC2=CC(=CN=C2)Br,268.06,15,2
91001503,50.0,CC(C)CC(C(=O)NC(CCC(=O)N(C)C)C=O)NC(=O)C1=CC2=C(N1)C=CC=C2OC,444.5,32,11
156907373,68.0,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2CCNC2=O)C=O)NC(=O)C3=CC4=CC=CC=C4N3,545.6,40,12
162396335,50.0,CC(C1=CC=CC=C1)NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)CCl,485.0,35,8
162396355,50.0,CC(C1=CC=CC=C1)NC(=O)C(C2=CN=CC=C2)N(C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)C(Cl)(Br)Br,641.8,37,8
162533783,50.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CN=CS4)C(=O)CCl)(F)F,506.0,34,7
162533818,50.0,C1CC(CCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=NS4)C(=O)CCl)(F)F,506.0,34,7
56973489,510.0,C1=CC=C(C=C1)C2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,424.5,31,6
154702362,51.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,486.6,35,12
154730263,51.0,CN1C=CC(=C1)CN(C2=CC=C(C=C2)C3=CC=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,421.5,32,6
155803070,51.0,CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)Cl)Br)C(=O)NC(CC4CCNC4=O)C=O)C,540.8,33,8
156906220,51.0,C1C(CN1S(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,482.0,33,4
